HUC_12	HU_12_NAME	BIN	CROSSED	y	x
20200070301	Headwaters Shawangunk Kill	3344970	SHAWANGUNK KILL	41.479986	-74.495799
20401040501	Beaver Brook	1035370	BEAVER BROOK	41.482161	-74.95035
20301010205	Middle Branch Croton River	3365120	DREW LAKE OUTLET	41.475183	-73.652803
20200080305	Clove Creek	2223890	CLOVE CREEK	41.478067	-73.907853
20200080305	Clove Creek	3345700	CLOVE CREEK	41.480604	-73.909368
20200080406	Silver Stream-Moodna Creek	2268250	SILVER STREAM	41.482383	-74.085853
20401040502	Halfway Brook	3355340	HALFWAY BROOK	41.486096	-74.905427
20301010203	Middle East Branch Croton River	1016680	CROTON RIVER	41.478164	-73.578723
20200070301	Headwaters Shawangunk Kill	3367520	SHAWANGUNK KILL	41.486442	-74.48928
20301010205	Middle Branch Croton River	1052760	STUMP POND STREAM	41.481316	-73.653514
20401040503	Mill Brook	3355450	MILL BROOK	41.490075	-74.838335
20200080305	Clove Creek	1005190	CLOVE CREEK	41.485905	-73.907961
20401040502	Halfway Brook	3356670	HALFWAY BROOK	41.492036	-74.900027
20200080502	Quassaic Creek	1050400	QUASSAIC CREEK	41.488265	-74.009503
20200080306	Wiccopee Creek-Fishkill Creek	2262600	FISHKILL CREEK	41.488585	-73.97404
20301010203	Middle East Branch Croton River	3345490	HAVILAND HLLW BRK	41.484278	-73.570564
20200080305	Clove Creek	3223900	CLOVE CREEK	41.488514	-73.907678
20401040502	Halfway Brook	3356680	HALFWAY BROOK	41.494916	-74.896309
20200080502	Quassaic Creek	2223610	QUASSAICK CREEK	41.491335	-74.020837
20401040307	Middle Neversink River	3344480	NEVERSINK RIVER	41.496578	-74.645669
20200070301	Headwaters Shawangunk Kill	3344930	SHAWANGUNK KILL	41.496142	-74.482974
20200070301	Headwaters Shawangunk Kill	2262120	SHAWANGUNK KILL	41.497639	-74.479735
20200080502	Quassaic Creek	2022260	QUASSIAC CREEK	41.49484	-74.030608
20200070301	Headwaters Shawangunk Kill	3344990	L SHAWANGUNK KILL	41.500988	-74.459452
20200080306	Wiccopee Creek-Fishkill Creek	1006340	FISHKILL CREEK	41.497977	-73.966704
20301010201	Muddy Brook	3345480	MUDDY BROOK	41.494271	-73.606883
20301010203	Middle East Branch Croton River	3345470	HAVILAND HLLW BRK	41.494514	-73.546499
20200080502	Quassaic Creek	2223640	QUASSAIC CREEK	41.499768	-74.032575
20200070405	Muddy Kill-Wallkill River	1040980	WALLKILL RIVER	41.502362	-74.263847
20200080502	Quassaic Creek	2040450	QUASSAIC CREEK	41.50086	-74.039504
20401040307	Middle Neversink River	3355520	NEVERSINK RIVER	41.504601	-74.647782
20200080306	Wiccopee Creek-Fishkill Creek	2262610	FISHKILL CREEK	41.500651	-73.963546
20301010205	Middle Branch Croton River	2223820	DREW LAKE OUTLET	41.4978	-73.667245
20401040306	Turner Brook-Bush Kill	3356560	BUSH KILL	41.505553	-74.6494
20200080502	Quassaic Creek	1014530	QUASSAIC CREEK	41.50273	-74.047744
20200080306	Wiccopee Creek-Fishkill Creek	2262620	FISHKILL  CREEK	41.502529	-73.962078
20301010203	Middle East Branch Croton River	3345460	QUAKER BROOK	41.4983	-73.534755
20200080502	Quassaic Creek	2265650	GIDNEYTOWN CREEK	41.505539	-74.038956
20401040306	Turner Brook-Bush Kill	3356610	BUSH KILL	41.509334	-74.655101
20200070301	Headwaters Shawangunk Kill	3345080	LIT SHAWANGUNK KL	41.509221	-74.467292
20401040502	Halfway Brook	3359680	HALFWAY BROOK	41.51067	-74.886697
20401040501	Beaver Brook	3356700	BEAVER BROOK	41.512423	-74.944215
20301010205	Middle Branch Croton River	1091562	STUMP POND STREAM	41.50559	-73.68069
20401040202	Pine Kill	3356960	PINE KILL	41.513642	-74.577507
20301010205	Middle Branch Croton River	3345620	STUMP POND STREAM	41.508042	-73.682437
20200080306	Wiccopee Creek-Fishkill Creek	2262630	FISHKILL CREEK	41.511869	-73.949107
20401040202	Pine Kill	3356180	PINE KILL	41.515967	-74.57917
20200080303	Whortlekill Creek-Fishkill Creek	5524670	TRIB FISHKILL CRK	41.512806	-73.788993
20401040202	Pine Kill	3356920	PINE KILL	41.521658	-74.578707
20200080502	Quassaic Creek	1026770	QUASSAIC CREEK	41.518802	-74.052542
20301010202	Upper East Branch Croton River	1045600	E BR CROTON RIVER	41.514344	-73.598424
20401040501	Beaver Brook	2229000	BEAVER BROOK	41.522961	-74.942648
20401040502	Halfway Brook	3355350	HALFWAY BROOK	41.52427	-74.885954
20401040502	Halfway Brook	3355460	HALFWAY BROOK	41.526158	-74.882834
20401040502	Halfway Brook	3368430	TRIB HALFWAY BRK	41.526158	-74.882834
20401040501	Beaver Brook	3355420	BEAVER BROOK	41.526563	-74.940727
20401040202	Pine Kill	3356930	PINE KILL	41.526378	-74.581979
20200080305	Clove Creek	1032502	CLOVE CREEK	41.522416	-73.900156
20200080306	Wiccopee Creek-Fishkill Creek	1032492	FISHKILL CREEK	41.523128	-73.908146
20200080306	Wiccopee Creek-Fishkill Creek	1032491	FISHKILL CREEK	41.523375	-73.907931
20200080502	Quassaic Creek	3360200	QUASSAIC CREEK	41.525398	-74.054963
20200080306	Wiccopee Creek-Fishkill Creek	2268710	WICCOPEE CREEK	41.525691	-73.832021
20200070405	Muddy Kill-Wallkill River	1014500	WALLKILL RIVER	41.52915	-74.237738
20401040202	Pine Kill	3356940	PINE KILL	41.533378	-74.580136
20200080502	Quassaic Creek	3360190	QUASSAIC CREEK	41.53095	-74.062074
20401040306	Turner Brook-Bush Kill	3355510	BUSH KILL	41.5357	-74.684187
20200080502	Quassaic Creek	3345000	QUASSAIC CREEK	41.532853	-74.063485
20401040203	Basher Kill	3356890	BASHER KILL	41.535774	-74.516869
20401040106	Black Brook	3356590	BLACK BROOK	41.536685	-74.760652
20200080306	Wiccopee Creek-Fishkill Creek	1005211	FISHKILL CREEK	41.531901	-73.895321
20200080306	Wiccopee Creek-Fishkill Creek	1005212	FISHKILL CREEK	41.53199	-73.895199
20200080306	Wiccopee Creek-Fishkill Creek	1032542	WICCOPEE CREEK	41.531779	-73.839199
20200070302	Upper Shawangunk Kill	2270860	Trib.Shawangunk K	41.537883	-74.43349
20200070404	Dwarr Kill	1014490	DWAAR KILL	41.538835	-74.34153
20301010202	Upper East Branch Croton River	1016690	BRADY BROOK	41.532018	-73.585343
20200080502	Quassaic Creek	2223280	GIDNEYTOWN CREEK	41.539338	-74.041573
20401040202	Pine Kill	3356970	PINE KILL	41.543626	-74.574555
20200080306	Wiccopee Creek-Fishkill Creek	1026850	WICOPEE CREEK	41.538595	-73.843298
20401040106	Black Brook	3356600	BLACK BROOK	41.544523	-74.760148
20200070303	Middle Shawangunk Kill	1014480	PAKANASINK CREEK	41.543862	-74.370613
20301010202	Upper East Branch Croton River	2343480	BRADY BROOK	41.537679	-73.576941
20401040106	Black Brook	3356570	BLACK BROOK	41.546774	-74.75954
20200080303	Whortlekill Creek-Fishkill Creek	1091350	STERN STREAM	41.540653	-73.773368
20200080306	Wiccopee Creek-Fishkill Creek	1026840	FISHKILL CREEK	41.542513	-73.865887
20200080303	Whortlekill Creek-Fishkill Creek	3370160	SHENANDOAH CREEK	41.542968	-73.778359
20200070302	Upper Shawangunk Kill	1014470	SHAWANGUNK KILL	41.551207	-74.414068
20200070302	Upper Shawangunk Kill	3345070	SHAWANGUNK KILL	41.552929	-74.434198
20401040107	Rio Reservoir-Mongaup River	3355470	MONGAUP RIVER	41.554693	-74.78602
20200080502	Quassaic Creek	3345010	GIDNEYTOWN CREEK	41.55197	-74.044144
20401010603	Tenmile River	3357400	TEN MILE RIVER	41.556031	-75.019006
20401040106	Black Brook	3355480	BLACK BROOK	41.556053	-74.760105
20401040203	Basher Kill	1013850	BASHER KILL	41.555792	-74.487655
20200070403	Tin Brook	1026750	TIN BROOK	41.55379	-74.137648
20200070403	Tin Brook	1026740	TIN BROOK	41.554082	-74.140522
20200070303	Middle Shawangunk Kill	2223170	PAKANASINK CREEK	41.555723	-74.365462
20200080303	Whortlekill Creek-Fishkill Creek	1026860	GAYHEAD POND INLT	41.55367	-73.793866
20200070302	Upper Shawangunk Kill	1013899	SHAWANGUNK KILL	41.559195	-74.426228
20200080303	Whortlekill Creek-Fishkill Creek	1046970	GAYHEAD POND STRM	41.555042	-73.795912
20200070403	Tin Brook	1026730	TIN BROOK	41.558631	-74.15809
20200080304	Sprout Creek	2262770	SPROUT CREEK	41.556488	-73.846847
20401040203	Basher Kill	3229110	BASHER KILL	41.561272	-74.484374
20200070403	Tin Brook	2262090	TIN BROOK	41.559968	-74.181937
20200070404	Dwarr Kill	3344400	DWAAR KILL	41.561702	-74.308918
20200070403	Tin Brook	1026700	TIN BROOK	41.561037	-74.183271
20200070405	Muddy Kill-Wallkill River	1026680	WALLKILL RIVER	41.56131	-74.194289
20200070403	Tin Brook	1026710	TIN BROOK	41.562213	-74.18095
20200070405	Muddy Kill-Wallkill River	3344890	WALLKILL RIVER	41.56374	-74.193163
20401040306	Turner Brook-Bush Kill	3355820	BUSH KILL	41.569802	-74.673815
20401010603	Tenmile River	1035380	TEN MILE RIVER	41.570624	-75.010854
20200080304	Sprout Creek	1032290	SPROUT CREEK	41.565033	-73.847983
11000050505	Swamp River	2223040	PAWLING CREEK	41.562408	-73.603792
20401010603	Tenmile River	2229270	E BR TEN MILE RVR	41.570984	-75.009295
20401040501	Beaver Brook	2229260	BEAVER BROOK	41.571941	-74.910699
20401040201	Gumaer Brook-Basher Kill	3356200	BASHER KILL	41.571313	-74.474099
20200070302	Upper Shawangunk Kill	3344340	SHAWANGUNK KILL	41.572834	-74.409795
20200070403	Tin Brook	1040620	TIN BROOK	41.57331	-74.183448
20200080303	Whortlekill Creek-Fishkill Creek	3343120	FISHKILL CREEK	41.570351	-73.821622
20401040201	Gumaer Brook-Basher Kill	3357020	WILSEY BROOK	41.576571	-74.481374
20200080303	Whortlekill Creek-Fishkill Creek	1046980	FISHKILL CREEK	41.571548	-73.806727
11000050505	Swamp River	2343470	SWAMP RIVER	41.570563	-73.599608
20200080304	Sprout Creek	3344010	SPROUT CREEK	41.573759	-73.855865
20200080502	Quassaic Creek	1045260	BUSHFIELD CREEK	41.57622	-74.102683
20401040201	Gumaer Brook-Basher Kill	1040680	WILLSEY BROOK	41.578603	-74.486104
20200070302	Upper Shawangunk Kill	3344350	SHAWANGUNK KILL	41.579254	-74.396061
20401040106	Black Brook	3355490	OUTLET LEES POND	41.581116	-74.757113
20401010603	Tenmile River	3355440	E BR TEN MILE RVR	41.583865	-74.99622
20200080206	Wappinger Lake-Wappinger Creek	3344020	MILLWOOD CREEK	41.57952	-73.92066
20401040106	Black Brook	3355500	RUDICK POND OUTLT	41.584865	-74.75484
20401040106	Black Brook	1024980	BLACK BROOK	41.585252	-74.726885
20200070302	Upper Shawangunk Kill	3355660	TRB SHAWANGUNK KL	41.584165	-74.395553
20200080206	Wappinger Lake-Wappinger Creek	3343630	WAPPINGER CREEK	41.583207	-73.942913
20200070302	Upper Shawangunk Kill	3344360	SHAWANGUNK KILL	41.586416	-74.377998
20200080303	Whortlekill Creek-Fishkill Creek	2262780	FISH KILL CREEK	41.581777	-73.794303
20200080304	Sprout Creek	3343990	SPROUT CREEK	41.58328	-73.853177
20200070303	Middle Shawangunk Kill	2223160	PAKANASINK CREEK	41.587468	-74.324959
20401040307	Middle Neversink River	5524220	WOLF BROOK	41.588859	-74.604252
20401010603	Tenmile River	2268550	W BR TEN MILE RIV	41.589719	-75.011578
20200070404	Dwarr Kill	3344440	DWAAR KILL	41.587473	-74.268285
20401040201	Gumaer Brook-Basher Kill	3356950	D AND H CANAL	41.588775	-74.460977
20200080206	Wappinger Lake-Wappinger Creek	1006370	HUNTER CREEK	41.58521	-73.922365
20401040201	Gumaer Brook-Basher Kill	2267730	WILLSEY CREEK	41.589184	-74.492131
20200080302	Clove Brook-Fishkill Creek	1041330	FROG HOLLOW BROOK	41.584935	-73.716555
20200080303	Whortlekill Creek-Fishkill Creek	3343110	FISHKILL CREEK	41.585673	-73.746003
11000050505	Swamp River	2343460	SWAMP RIVER	41.584142	-73.597875
20200080301	Whaley Lake Stream	1041340	WHALEY LAKE STRM	41.586225	-73.659254
20200080303	Whortlekill Creek-Fishkill Creek	3343090	FISHKILL CREEK	41.588371	-73.787581
20200080303	Whortlekill Creek-Fishkill Creek	3343100	FISHKILL CREEK	41.588342	-73.767906
20200080303	Whortlekill Creek-Fishkill Creek	5502359	FISHKILL CREEK	41.58904	-73.765774
20200070404	Dwarr Kill	1026670	DWAAR KILL	41.594059	-74.268617
20401040201	Gumaer Brook-Basher Kill	1040690	GUMAER BROOK	41.596148	-74.468498
20200080206	Wappinger Lake-Wappinger Creek	3343980	HUNTER CREEK	41.593445	-73.926428
20401010603	Tenmile River	3355430	TEN MILE RIVER	41.600166	-74.97618
20200070303	Middle Shawangunk Kill	3360170	SHAWANGUNK KILL	41.598508	-74.349443
20200080303	Whortlekill Creek-Fishkill Creek	3343080	SYLVAN LAKE OUTLT	41.595762	-73.762726
20200070303	Middle Shawangunk Kill	3344420	PAKANASINK CREEK	41.600783	-74.322817
20200080304	Sprout Creek	3344000	SPROUT CREEK	41.59713	-73.844653
20200080206	Wappinger Lake-Wappinger Creek	2269500	WAPPINGER CREEK	41.598833	-73.924778
20200070303	Middle Shawangunk Kill	3344370	SHAWANGUNK KILL	41.602017	-74.326436
20200070404	Dwarr Kill	3344410	DWAAR KILL	41.602944	-74.245076
20200070303	Middle Shawangunk Kill	3347480	VERKEERDER KILL	41.603475	-74.327398
20200070405	Muddy Kill-Wallkill River	3347320	WALLKILL RIVER	41.606175	-74.18592
20200070303	Middle Shawangunk Kill	3347340	VERKEERDER KILL	41.60728	-74.339754
20200070303	Middle Shawangunk Kill	2224700	VERKEERDER KILL	41.607328	-74.332433
20401040201	Gumaer Brook-Basher Kill	3356910	GUMAER BROOK	41.60814	-74.480092
20401010604	Peggy Run-Delaware River	5228730	DELAWARE RIVER	41.609385	-75.061478
20200080501	Lattintown Creek	1007300	RIVERSIDE STREAM	41.6061	-73.971141
20200080302	Clove Brook-Fishkill Creek	3342750	FISHKILL CREEK	41.603741	-73.718172
20200080301	Whaley Lake Stream	1027190	WHALEY LAKE STRM	41.604107	-73.669564
20200070303	Middle Shawangunk Kill	2224690	VERKEERDER KILL	41.610771	-74.335998
20200080304	Sprout Creek	1047000	SPROUT CREEK	41.607313	-73.842671
20200070304	Lower Shawangunk Kill	1026660	SHAWANGUNK KILL	41.611308	-74.304908
20200080206	Wappinger Lake-Wappinger Creek	1005220	WAPPINGER LAKE	41.608528	-73.911656
20200080301	Whaley Lake Stream	3342740	WHALEY LAKE STRM	41.606624	-73.670712
20401040104	Swinging Bridge Reservoir-Mongaup River	3369720	SACKETT LAKE OUTL	41.614574	-74.748126
20200080301	Whaley Lake Stream	1027180	WHALEY LAKE STREA	41.607748	-73.67441
20200080301	Whaley Lake Stream	3342730	WHALEY LAKE STRM	41.608012	-73.681725
20200080304	Sprout Creek	3369490	SPROUT CREEK	41.610546	-73.841653
20200070404	Dwarr Kill	3346830	DWAAR KILL	41.615278	-74.215926
20200070303	Middle Shawangunk Kill	1026650	VERKEERDER KILL	41.616161	-74.334142
20200070303	Middle Shawangunk Kill	2229120	TRIB PLATTE KILL	41.616454	-74.386197
20200080302	Clove Brook-Fishkill Creek	3342710	FISHKILL CREEK	41.611486	-73.710098
20200080301	Whaley Lake Stream	3342720	WHALEY LAKE STRM	41.61246	-73.701677
11000050505	Swamp River	2268720	SWAMP RIVER	41.61122	-73.580487
20200070303	Middle Shawangunk Kill	3346700	PLATTE  KILL	41.619338	-74.386444
20200070304	Lower Shawangunk Kill	3344380	SHAWANGUNK KILL	41.61891	-74.29392
20200080304	Sprout Creek	3343970	SPROUT CREEK	41.617299	-73.823768
20200080206	Wappinger Lake-Wappinger Creek	1072730	BIG BLACK STREAM	41.620621	-73.86752
20200070404	Dwarr Kill	2224730	DWAAR KILL	41.624578	-74.199858
20200080206	Wappinger Lake-Wappinger Creek	3343960	WAPPINGER CREEK	41.624884	-73.893135
20200070304	Lower Shawangunk Kill	3344390	SHAWANGUNK KILL	41.62813	-74.272434
20401010603	Tenmile River	3357390	TEN MILE RIVER	41.630613	-74.998499
20200070504	Sandburg Creek	2267930	DEL & HUDSN CANAL	41.631742	-74.452598
20401040104	Swinging Bridge Reservoir-Mongaup River	3357360	KINNE BROOK	41.633277	-74.775787
20200080302	Clove Brook-Fishkill Creek	3342700	FISHKILL CREEK	41.627126	-73.699222
20401040307	Middle Neversink River	3356220	NEVERSINK RIVER	41.634186	-74.618863
20200070303	Middle Shawangunk Kill	1026640	STONY BROOK	41.633449	-74.377364
20200080302	Clove Brook-Fishkill Creek	1027170	FISHKILL CREEK	41.629182	-73.69786
20401040307	Middle Neversink River	1079201	Neversink River	41.636284	-74.61825
20200070405	Muddy Kill-Wallkill River	3347430	WALLKILL RIVER	41.635597	-74.188697
20401010604	Peggy Run-Delaware River	1035390	SMITH BROOK	41.639071	-75.045326
20200070504	Sandburg Creek	3356870	HOMOWACK KILL	41.639185	-74.445811
20200070303	Middle Shawangunk Kill	3346930	PLATTE  KILL	41.639999	-74.392973
20200070304	Lower Shawangunk Kill	2224680	DWAAR KILL	41.640094	-74.255849
20200080302	Clove Brook-Fishkill Creek	3342690	FISHKILL CREEK	41.63707	-73.6947
11000050505	Swamp River	5521750	SWAMP RIVER	41.637922	-73.574138
20200080304	Sprout Creek	3369010	JACKSON CREEK	41.640856	-73.793682
20200080304	Sprout Creek	3343280	JACKSON CREEK	41.642457	-73.791731
20200070304	Lower Shawangunk Kill	3347650	DWAAR KILL	41.647888	-74.263325
20200080304	Sprout Creek	3343260	SPROUT CREEK	41.644099	-73.810673
20401040105	Black Lake Creek	3355370	BLACK LAKE CREEK	41.651235	-74.852584
20200080304	Sprout Creek	5502389	JACKSON CREEK	41.645032	-73.788196
20200080304	Sprout Creek	3343270	JACKSON CREEK	41.645184	-73.785556
20200070304	Lower Shawangunk Kill	2224720	BEAVER BROOK	41.650057	-74.293083
11000050505	Swamp River	3343030	BURTON BROOK	41.644052	-73.591654
20200080304	Sprout Creek	2343300	JACKSON CREEK	41.646509	-73.766198
20401040305	Upper Neversink River	3355650	FOWLWOOD BROOK	41.652662	-74.587649
11000050506	Tenmile River	1027210	DEUEL HOLLOW BRK	41.645315	-73.527144
20401010603	Tenmile River	3356420	TEN MILE RIVER	41.654836	-74.982533
11000050505	Swamp River	3343040	SWAMP RIVER	41.646907	-73.568536
20200080304	Sprout Creek	1032320	JACKSON CREEK	41.650024	-73.758085
20200070303	Middle Shawangunk Kill	3346400	VERKEERDER KILL	41.655764	-74.32869
20401010603	Tenmile River	3355890	TEN MILE RIVER	41.65799	-74.966189
20200080304	Sprout Creek	3370340	JACKSON CREEK	41.651593	-73.753251
20200070304	Lower Shawangunk Kill	3347510	SHAWANGUNK KILL	41.656067	-74.219635
20200070304	Lower Shawangunk Kill	3347550	BEAVER BROOK	41.656808	-74.277876
20200070304	Lower Shawangunk Kill	2224670	BEAVER BROOK	41.657258	-74.296606
20200080302	Clove Brook-Fishkill Creek	3343940	FISHKILL CREEK	41.653845	-73.696403
20401040104	Swinging Bridge Reservoir-Mongaup River	2228820	WHITE LAKE BROOK	41.662715	-74.818085
20200070504	Sandburg Creek	1040710	HOMOWACK KILL	41.661782	-74.425198
11000050506	Tenmile River	3342980	TENMILE RIVER	41.653925	-73.538357
20200080302	Clove Brook-Fishkill Creek	3343930	FISHKILL CREEK	41.656803	-73.687216
20200080302	Clove Brook-Fishkill Creek	3343920	FISHKILL CREEK	41.657216	-73.686038
20200080304	Sprout Creek	3343250	SPROUT CREEK	41.658476	-73.798998
20200080304	Sprout Creek	1027160	JACKSON CREEK	41.659898	-73.738438
20200080304	Sprout Creek	3343240	SPROUT CREEK	41.660617	-73.796793
20200070504	Sandburg Creek	1091340	SANDBURG CREEK	41.665564	-74.424925
20401040104	Swinging Bridge Reservoir-Mongaup River	1014200	MONGAUP RIVER	41.667269	-74.782005
20401040304	Sheldrake Stream	3355830	OUT STACKHOUSE PD	41.667358	-74.676687
20200070504	Sandburg Creek	3356860	SANDBURG CREEK	41.666802	-74.438487
20401040304	Sheldrake Stream	3357370	SHELDRAKE STREAM	41.667945	-74.623228
20200080304	Sprout Creek	2268730	JACKSON CREEK	41.66285	-73.736579
20401010604	Peggy Run-Delaware River	5228740	DELAWARE RIVER	41.669933	-75.057881
20200070504	Sandburg Creek	3356900	SANDBURG CREEK	41.669098	-74.466817
20401040304	Sheldrake Stream	3356170	KIAMESHA CREEK	41.669868	-74.625429
20401040104	Swinging Bridge Reservoir-Mongaup River	1014210	KINNE BROOK	41.670864	-74.745744
11000050506	Tenmile River	3342960	TENMILE RIVER	41.663082	-73.559729
20401040304	Sheldrake Stream	3357350	KIAMESHA CREEK	41.671687	-74.647713
20200070504	Sandburg Creek	3355620	SANDBURG CREEK	41.671231	-74.500436
20200080304	Sprout Creek	5502399	SPROUT CREEK	41.666035	-73.789849
20200070504	Sandburg Creek	3355640	SANDBURG CREEK	41.671533	-74.448297
20200070304	Lower Shawangunk Kill	3347380	KLYNE KILL	41.670904	-74.242882
20200070304	Lower Shawangunk Kill	3346560	KLYNE KILL	41.672217	-74.217831
20401010604	Peggy Run-Delaware River	3370020	MITCHELL POND BRK	41.676906	-75.032257
20200080304	Sprout Creek	1027150	SPROUT CREEK	41.670677	-73.783666
20200070504	Sandburg Creek	3355610	SANDBURG CREEK	41.676697	-74.514931
20401040305	Upper Neversink River	3356530	NEVERSINK RIVER	41.677628	-74.598089
20200070304	Lower Shawangunk Kill	2264130	PALMAGHATT KILL	41.675984	-74.262284
20401010604	Peggy Run-Delaware River	3368300	MITCHELL POND BRK	41.679337	-75.035623
20401040103	West Branch Mongaup River	3356340	W BR MONGAUP RVR	41.679751	-74.774544
20200070504	Sandburg Creek	3355600	SANDBURG CREEK	41.679962	-74.520313
20200080304	Sprout Creek	3343230	SPROUT CREEK	41.674985	-73.784395
20401040304	Sheldrake Stream	2268540	BAILEY LK OUTLET	41.681495	-74.675054
